,Category,top10,top10_scores
487,scheduling control,"['duminda wijesekera', 'cameron nowzari', 'rajesh ganesan', 'jim chen', 'hemant purohit', 'alexander levis', 'daniel barbara', 'elise miller hooks', 'george hazelrigg', 'michael hieb']","[0.2065862782452131, 0.18248263032958514, 0.17526743277197032, 0.17193163665707267, 0.17043125352720015, 0.16923401868163987, 0.16464617074813587, 0.16221814640665977, 0.15786706248741247, 0.15623080000940615]"
488,human robot interaction,"['jan allbeck', 'ningshi yao', 'yariv ephraim', 'caroline hoemann', 'sadegh torabi', 'sanmay das', 'alexander levis', 'qi wei', 'mihai boicu', 'pelin kurtay']","[0.12044130408990042, 0.08294296393932726, 0.07093520497872258, 0.06749648228943034, 0.0609848956975953, 0.05676563731731789, 0.05536120821935824, 0.05173950343328128, 0.051482617036822824, 0.05143444998736397]"
489,cyber physical system,"['janis terpenny', 'jim chen', 'amarda shehu', 'ali beheshti', 'burak tanyu', 'hadi el amine', 'george hazelrigg', 'william rosenberger', 'aditya johri', 'edward huang']","[0.1484469649543288, 0.14520289789193033, 0.14080346918121844, 0.13226476771255818, 0.12857515742348402, 0.12517973724522552, 0.12362798849126445, 0.11837274459381518, 0.11682556440887239, 0.1155532761609549]"
490,ai nlp programming,"['sharon adamus', 'thanhvu nguyen', 'shahnaz kamberi', 'yutao zhong', 'tamara maddox', 'hamza mughal', 'bernard schmidt', 'john otten', 'joy hughes', 'gurdip singh']","[0.3273738616936255, 0.29452497758256935, 0.29004313147808375, 0.2860280321207891, 0.27223555541575944, 0.2544620951230382, 0.25394939621052204, 0.249568593293749, 0.22603570252960214, 0.2208335461731698]"
491,human in the loop,"['jim chen', 'hamza mughal', 'lance sherry', 'qiliang li', 'parth pathak', 'ray hong', 'joy hughes', 'elise miller hooks', 'brian mark', 'dimitrios ioannou']","[0.10528881007375315, 0.1038319705476631, 0.1036516637270374, 0.09975166874558561, 0.09949103408959374, 0.09836063459056724, 0.09813452124655717, 0.09729489245340088, 0.09703143290700608, 0.09527529651841057]"
492,question answering,"['ziyu yao', 'thomas latoza', 'vasiliki ikonomidou', 'duminda wijesekera', 'harry wechsler', 'george hazelrigg', 'leonard adelman', 'jessica lin', 'kathleen wage', 'aditya johri']","[0.14392960824339446, 0.10846124668210239, 0.08513403530286738, 0.08209743663519803, 0.08085830767194938, 0.07783377176016623, 0.07673146473450665, 0.07566722384847774, 0.07506106181407995, 0.07201098595324926]"
493,computational photography,"['jinwei ye', 'yotam gingold', 'monson hayes', 'shahnaz kamberi', 'sharmin sultana', 'tamara maddox', 'parag chitnis', 'john otten', 'vasiliki ikonomidou', 'rajesh ganesan']","[0.16256390734759937, 0.1481965652048382, 0.11657994375730006, 0.1043948907325254, 0.1033667656451379, 0.0997509336107633, 0.09853241821545672, 0.09682458365518543, 0.09449983506473966, 0.09449101857492453]"
494,computational linguistics,"['antonios anastasopoulos', 'marcos zampieri', 'shahnaz kamberi', 'mark snyder', 'aditya johri', 'ziyu yao', '̦zlem uzuner', 'tianshu feng', 'samuel gordon', 'tamara maddox']","[0.38975114628396845, 0.30144074873480947, 0.18101526608859952, 0.15907195651988792, 0.14573971322148432, 0.14409070963888637, 0.1366773489510886, 0.13276992269943932, 0.13167074199251352, 0.13060462968966785]"
495,5g wireless security,"['bernd peter paris', 'md tanvir arafin', 'duminda wijesekera', 'tokunbo fadahunsi', 'kai zeng', 'yue wang', 'xiaonan guo', 'vijay shah', 'lei yang', 'mingkui wei']","[0.1742185788064327, 0.16751745686454952, 0.15422938704678077, 0.1528773397158638, 0.15206905334195164, 0.14847442069589334, 0.14481423057270143, 0.14469247916671238, 0.13930802560382488, 0.1367984680774951]"
496,physical layer security,"['qiliang li', 'william rosenberger', 'dimitrios ioannou', 'angelos stavrou', 'ali beheshti', 'martin slawski', 'rao v mulpuri', 'burak tanyu', 'amarda shehu', 'dana richards']","[0.165177394458026, 0.13684121684055167, 0.13545004380080067, 0.13147911259053569, 0.13052862290373185, 0.128706079219267, 0.12284875678989529, 0.12284261080047344, 0.12061509426470503, 0.1161519247897313]"
497,cps iot security,"['eric osterweil', 'tokunbo fadahunsi', 'mohamed gebril', 'md tanvir arafin', 'paul ammann', 'foteini baldimtsi', 'qiliang li', 'kun sun', 'daniel barbara', 'ebrima ceesay']","[0.13063091934764623, 0.12284159500323504, 0.11826247919781654, 0.11243755203515489, 0.11006532081135166, 0.10476969744644223, 0.10298865887113083, 0.09918551252690586, 0.09903138903811443, 0.09486056943309124]"
498,network forensics,"['ali k raz', 'duminda wijesekera', 'daniel barbara', 'daniel menasce', 'jeff offutt', 'alexander levis', 'bernd peter paris', 'matthew amissah', 'paul ammann', 'hakan aydin']","[0.29386844289644226, 0.24273770797920888, 0.2379187908470433, 0.22265107932295494, 0.2175196277439594, 0.21341953958754228, 0.21267645998772633, 0.20689655172413793, 0.19168293334944694, 0.19060975022952656]"
499,cps iot security privacy,"['eric osterweil', 'tokunbo fadahunsi', 'mohamed gebril', 'paul ammann', 'md tanvir arafin', 'qiliang li', 'foteini baldimtsi', 'bo han', 'daniel barbara', 'kun sun']","[0.12669823864899954, 0.12196395207932656, 0.11290149212460443, 0.11060623289255925, 0.10932840543344516, 0.10683207799286362, 0.10183890706923604, 0.10098428641726015, 0.09993431055214387, 0.0981358540775548]"
500,acoustic sensing,"['yue wang', 'shuochao yao', 'siddhartha sikdar', 'qi wei', 'grigory yaroslavtsev', 'jonathan l auerbach', 'xiaonan guo', 'parth pathak', 'lisa luo', 'linghan zhang']","[0.09436395814320837, 0.08468667885300246, 0.07936157674662037, 0.07393883598658862, 0.0716114874039433, 0.06879611042616261, 0.068696924831946, 0.06684525649467002, 0.06660335560698552, 0.06559920101242847]"
501,wireless sensing,"['yue wang', 'bernd peter paris', 'kai zeng', 'lei yang', 'xiaonan guo', 'vijay shah', 'duminda wijesekera', 'parth pathak', 'md tanvir arafin', 'linghan zhang']","[0.1968419245725449, 0.1870860602066594, 0.15815732368201577, 0.1567472143417505, 0.15259569635171008, 0.14714804628352526, 0.1391368742076417, 0.1362621577434437, 0.13300778632675878, 0.13149130266501802]"
502,voice authentication,"['linghan zhang', 'yariv ephraim', 'duminda wijesekera', 'angelos stavrou', 'hemant purohit', 'kathleen wage', 'leonard adelman', 'girum urgessa', 'bo liu', 'remi veneziano']","[0.09982888670264456, 0.09659920852903746, 0.06262926971164137, 0.061889308129290665, 0.06096532925977378, 0.05971286489907471, 0.05818686837032434, 0.05598464310036759, 0.05461068532255493, 0.051926920569532825]"
503,biometric,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
504,mobile security,"['kevin moran', 'lucas henneman', 'tokunbo fadahunsi', 'xiaonan guo', 'massimiliano albanese', 'paul ammann', 'daniel barbara', 'mohamed gebril', 'qiliang li', 'rajesh ganesan']","[0.1139869260427286, 0.11285021162991979, 0.11135604221537804, 0.11111457581095713, 0.10851081468658103, 0.10637504329440961, 0.10630673954233244, 0.1059937119473221, 0.1040348144397662, 0.10181363337261616]"
505,smart contracts,"['shuochao yao', 'michael eagle', 'jim chen', 'aditya johri', 'daigo shishika', 'sanmay das', 'siddhartha sikdar', 'mahdi hashemi', 'carlotta domeniconi', 'yotam gingold']","[0.08770663450206417, 0.08602339311689702, 0.08129367719516845, 0.07868464982335606, 0.07812388872664797, 0.07594367925841002, 0.07295642424916612, 0.07282055144066955, 0.07116804787489107, 0.06835602208759257]"
506,system security,"['jim chen', 'janis terpenny', 'tokunbo fadahunsi', 'md tanvir arafin', 'ray hong', 'giuseppe ateniese', 'foteini baldimtsi', 'daniel barbara', 'qiliang li', 'amarda shehu']","[0.1457469621236802, 0.14488453750749927, 0.14454731307746707, 0.14264973716488033, 0.1421663328431462, 0.14155148875682874, 0.1329953094333518, 0.1321853968181842, 0.12965072306436157, 0.12858675743473566]"
507,defi,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
508,side channels,"['jim chen', 'jinwei ye', 'robert handler', 'jeffrey moran', 'yotam gingold', 'kirin emlet furst', 'kenneth ball', 'viviana maggioni', 'daniel barbara', 'monson hayes']","[0.17980243936429144, 0.16854484412389503, 0.166990986794579, 0.14430091013686674, 0.14355982562011127, 0.1389644945145832, 0.13162357787704193, 0.130390997676082, 0.12460858872218007, 0.12406101405422164]"
509,responsible ai,"['shahnaz kamberi', 'tamara maddox', 'hamza mughal', 'mihai boicu', 'yutao zhong', 'john otten', 'gheorghe tecuci', 'sharon adamus', 'joy hughes', 'bernard schmidt']","[0.19780994263348298, 0.1821194549027177, 0.17284832429004496, 0.17156599469222528, 0.16699314428937323, 0.1649915822768611, 0.15839710936151388, 0.15144803708370713, 0.1436521542046815, 0.13223592098145726]"
510,artificial intelligence,"['myeong lee', 'sadegh torabi', 'diana wang', '̦zlem uzuner', 'riki morikawa', 'hemant purohit', 'sanmay das', 'michael hieb', 'sharon adamus', 'katherine russell']","[0.2908402250838777, 0.17516394906194158, 0.16921981785876064, 0.15671403040361434, 0.14894209897070304, 0.14263790462525644, 0.14132540635463045, 0.1321726190614375, 0.1311578474677781, 0.12582183659700646]"
511,autonomous systems,"['janis terpenny', 'jim chen', 'amarda shehu', 'thomas latoza', 'george hazelrigg', 'ray hong', 'hadi el amine', 'giuseppe ateniese', 'jan allbeck', 'edward huang']","[0.15794679858946128, 0.14186342071370853, 0.12485479588541837, 0.12151843444055867, 0.11991874635868878, 0.11837712853934514, 0.11563207278133417, 0.11195695259248672, 0.11025050207784115, 0.10798294029550783]"
512,computer engineering,"['gheorghe tecuci', 'mihai boicu', 'janis terpenny', 'peter pachowicz', 'edward huang', 'binqian yin', 'george hazelrigg', 'aditya johri', 'jiayang sun', 'ali k raz']","[0.2383102303944741, 0.21215305220381353, 0.18055456179364698, 0.14527944405644863, 0.1308488243958065, 0.12209657262637609, 0.1191149826795339, 0.11676286987622918, 0.11509604144773075, 0.11406312631462474]"
513,computer networks communications,"['myeong lee', 'ali k raz', 'daniel barbara', 'duminda wijesekera', 'ray hong', '̦zlem uzuner', 'massimiliano albanese', 'bernd peter paris', 'jim chen', 'giuseppe ateniese']","[0.2680245533862051, 0.23733426053465734, 0.19755677105892144, 0.19556583517405218, 0.18802928503750235, 0.17664563907338965, 0.17256155555845745, 0.1723294766691701, 0.17226635405157717, 0.17133291116627136]"
514,cybersecurity,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
515,data analytics,"['myeong lee', 'yutao zhong', 'diana wang', 'angelos stavrou', 'hadi el amine', 'ziwei zhu', 'niloofar ramezani', 'girum urgessa', 'inchi hu', 'arthur art pyster']","[0.22025393960882894, 0.1688801323682996, 0.1482046307260317, 0.14798105409437606, 0.1397382359816659, 0.13795875616260195, 0.13480940693122373, 0.1342778519694503, 0.1324295304292306, 0.1264279082482028]"
516,electrical engineering,"['gheorghe tecuci', 'janis terpenny', 'mihai boicu', 'aditya johri', 'edward huang', 'george hazelrigg', 'karla hoffman', 'parth pathak', 'ariela sofer', 'jie xu']","[0.2145694639774432, 0.20102494958773545, 0.19886164460675826, 0.16937408695813305, 0.16185666293978065, 0.16127688825343284, 0.15839585377929966, 0.15013100004445729, 0.1485616095096049, 0.14517887293504794]"
517,human centered computing,"['shahnaz kamberi', 'rochelle jones', 'aditya johri', 'andrzej manitius', 'jim chen', 'george hazelrigg', 'ariela sofer', 'shvetha soundararajan', 'rajesh ganesan', 'tamara maddox']","[0.14280398136290093, 0.14125242469639895, 0.12522178663179417, 0.12447867983673666, 0.12348338356406803, 0.12283190651587442, 0.12208024549156714, 0.1181753737568402, 0.1139638222287521, 0.11327216746620858]"
518,software engineering,"['gheorghe tecuci', 'mihai boicu', 'shahnaz kamberi', 'janis terpenny', 'hamza mughal', 'binqian yin', 'john otten', 'jiayang sun', 'tamara maddox', 'edward huang']","[0.2101973667160289, 0.191865790474816, 0.1849005849183044, 0.18209403892093595, 0.18077538151554678, 0.1647705109143269, 0.16269784336399212, 0.14987328832216995, 0.14666320798326965, 0.14260465144663503]"
519,theory computation,"['gheorghe tecuci', 'ariela sofer', 'karla hoffman', 'mihai boicu', 'ali k raz', 'daniel barbara', 'elise miller hooks', 'edward huang', 'alexander levis', 'george hazelrigg']","[0.18615822985702254, 0.16426047873669947, 0.15745737026217235, 0.15515761919268167, 0.14387366834866228, 0.14003694244122147, 0.13855749985543714, 0.13634848977840383, 0.13218837842691317, 0.12903716833843087]"
520,visual computing,"['shahnaz kamberi', 'ariela sofer', 'aditya johri', 'george hazelrigg', 'andrzej manitius', 'jim chen', 'laura kosoglu', 'karla hoffman', 'shvetha soundararajan', 'craig lorie']","[0.25363074360726234, 0.23329377703730048, 0.21385780181719366, 0.1970280062442868, 0.19596047503338376, 0.1947056588688299, 0.18496594820594262, 0.1775752686062786, 0.17717857126416148, 0.1685319407387338]"
521,bioinformatics biostatistics computational biology,"['shahnaz kamberi', 'jiayang sun', 'michael holland', 'jonathan l auerbach', 'mehdi amiri darehbidi', 'pramita bagchi', 'jim chen', 'hamza mughal', 'aditya johri', 'yutao zhong']","[0.18768120087212187, 0.15904201883748276, 0.149270358506633, 0.1477543857063574, 0.14718635231658037, 0.1431332415340757, 0.14236102248261212, 0.1284457725980754, 0.1262143934635011, 0.12187873735452176]"
522,biomaterials nanomedicine,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
523,biomedical imaging devices,"['janis terpenny', 'vivian genaro motti', 'ray hong', 'george hazelrigg', 'robert pettit', 'parth pathak', 'edward huang', 'aditya johri', 'thomas latoza', 'weiwen jiang']","[0.2748302504916586, 0.21444766064316517, 0.211088430216626, 0.19916593043898875, 0.19510237808227904, 0.1900189646226456, 0.18835130723070936, 0.18440286731706745, 0.18328012224109413, 0.17923308782093472]"
524,communitybased healthcare,"['tolga soyata', 'elise miller hooks', 'olcay ciftci', 'niloofar ramezani', '̦zlem uzuner', 'lucas henneman', 'joy hughes', 'f berlin', 'kevin lybarger', 'daniel menasce']","[0.1094615094950282, 0.10694043322346039, 0.09962709627734359, 0.0974337715701691, 0.08883461992670184, 0.08481679090400909, 0.08440037441026918, 0.07412493166611013, 0.07259513591782776, 0.07180769284345741]"
525,computational biomedicine,"['shahnaz kamberi', 'hamza mughal', 'binqian yin', '̦zlem uzuner', 'john otten', 'grigory yaroslavtsev', 'shvetha soundararajan', 'yutao zhong', 'hadi rezazad', 'sharon adamus']","[0.21560728357662862, 0.19574007317156783, 0.14867525836251314, 0.1474449764294059, 0.14680505487867584, 0.13840913308956662, 0.1341204617858056, 0.13001274187308592, 0.1228733350941807, 0.12207160944508069]"
526,design results clinical studies,"['aditya johri', 'janis terpenny', 'michael eagle', 'thomas latoza', 'jim chen', 'karla hoffman', 'yotam gingold', 'gheorghe tecuci', 'mihai boicu', 'george hazelrigg']","[0.27032910538576066, 0.23251461175288024, 0.21056060827835393, 0.20647915254093457, 0.19462161636298464, 0.19381605387545925, 0.19079170009794127, 0.18852881046213427, 0.1884680044504056, 0.18696858791220783]"
527,experimental understanding disease mechanisms,"['lily wang', 'antonios anastasopoulos', 'carlotta domeniconi', 'alexander brodsky', 'amarda shehu', 'jim chen', 'yue wang', 'ray hong', 'nicholas rios', 'bo han']","[0.16014499885327863, 0.14777707525741726, 0.14648984787471872, 0.1394006186886211, 0.13727063517848503, 0.13581031734400356, 0.13177060843892868, 0.13165917494213575, 0.13154802475339136, 0.12796500032188146]"
528,neuroengineering,"['martin slawski', 'kuo tian', 'celso moller ferreira', 'siddhartha sikdar', 'lance sherry', 'vivian genaro motti', 'weiwen jiang', 'john shortle', 'lei yang', 'ziwei zhu']","[0.05397405462930527, 0.03193110314562001, 0.030077218603337275, 0.01323595249671058, 0.011963072544460844, 0.01014438805067058, 0.009763204461546894, 0.0069367916705087955, 0.006669001225715022, 0.006020492509677387]"
